Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,,,,
,CO_331:0000682,RtCI_Cp_Pct,CI,Evaluation in Trials,PS,Recommended,Grueneberg2016:Def_39,"CIP, SASHA",W. Grueneberg,31/03/2016,EN,Sweetpotato,CO_331:0000310,Percentage of marketable roots,Agronomic trait,Percentage of marketable roots after harvest,,RtCI,,Storage root,Yield,Recommended,Grueneberg2016:Def_39,CO_331:0000316,Percentage of marketable - Method,Computation,Number of non-commercial roots/Total number of root after harvest*100,NOCR / (TNRPLOT) * 100,Grueneberg2016:Def_39,CO_331:0000322,%,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000683,BioYld_Cp,BIOM,Evaluation in Trials,PS,Recommended,Grueneberg2016:Def_38,"CIP, SASHA",W. Grueneberg,31/03/2016,EN,Sweetpotato,CO_331:0000311,Biomass yield,Agronomic trait,Biomass yield,,BioYld,,Plant,Biomass partitionning to storage root,Recommended,Grueneberg2016:Def_38,CO_331:0000317,No method name found,Computation,,BIOM = CRW + NCRW + VW,Grueneberg2016:Def_38,CO_331:0000323,t/ha,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000684,VnFolYld_Cp_tha,FYTHA,Evaluation in Trials,PS,Recommended,Grueneberg2016:Def_47,"CIP, SASHA",W. Grueneberg,31/03/2016,EN,Sweetpotato,CO_331:0000312,Foliage total yield,Agronomic trait,Foliage total yield,,VnFolYld,,Vine,,Recommended,Grueneberg2016:Def_47,CO_331:0000318,No method name found,Computation,,FYTHA = VW / PS *10,Grueneberg2016:Def_47,CO_331:0000324,t/ha,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000685,RtFlsFe_Ms_mgkgDW,FeDW,Evaluation in Trials,PS,Recommended,CIP_QNlab,CIP,CIP_QNlab,31/03/2016,EN,Sweetpotato,CO_331:0000103,Iron content,Quality trait,Content of iron on dry weight basis of the root,,RtFlsFe,,Storage root flesh,Iron content,Recommended,CIP_QNlab,CO_331:0000104,Content of iron in dry weight basis - Method,Measurement,"The mineral concentrations (Fe, Zn, Ca, K, Na, Mg and P) are determined by inductively coupled plasma-optical emission spectrophotometry (ICP-OES) using a Radial View.",,CloneSelector2015:Def_01,CO_331:0000808,mg/kg,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000686,RtFlsZn_Ms_mgkgDW,FeDW,Evaluation in Trials,PS,Recommended,CIP_QNlab,CIP,CIP_QNlab,31/03/2016,EN,Sweetpotato,CO_331:0000106,Zinc content,Quality trait,Content of iron on dry weight basis of the root,,RtFlsZn,,Storage root flesh,Zinc content,Recommended,CIP_QNlab,CO_331:0000107,Content of zinc in dry weight basis - Method,Measurement,"The mineral concentrations (Fe, Zn, Ca, K, Na, Mg and P) are determined by inductively coupled plasma--optical emission spectrophotometry (ICP-OES) using a Radial View.",,CloneSelector2015:Def_02,CO_331:0000809,mg/kg,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000687,RtFlsCa_Ms_mgkgDW,CaDW,Evaluation in Trials,PS,Recommended,CIP_QNlab,CIP,CIP_QNlab,31/03/2016,EN,Sweetpotato,CO_331:0000281,Calcium content,Quality trait,Content of iron on dry weight basis of the root,,RtFlsCa,,Storage root flesh,Calcium content,Recommended,CIP_QNlab,CO_331:0000282,Content of calcium in dry weight basis - Method,Measurement,"The mineral concentrations (Fe, Zn, Ca, K, Na, Mg and P) are determined by inductively coupled plasma-optical emission spectrophotometry (ICP-OES) using a Radial View.",,CloneSelector2015:Def_20,CO_331:0000810,mg/kg,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000688,RtFlsMg_Ms_mgkgDW,MgDW,Evaluation in Trials,PS,Recommended,CIP_QNlab,CIP,CIP_QNlab,31/03/2016,EN,Sweetpotato,CO_331:0000285,Magnesium content,Quality trait,Content of magnesium on dry weight basis of the root,,RtFlsMg,,Storage root flesh,Magnesium content,Recommended,CIP_QNlab,CO_331:0000286,Content of magnesium in dry weight basis - Method,Measurement,"The mineral concentrations (Fe, Zn, Ca, K, Na, Mg and P) are determined by inductively coupled plasma-optical emission spectrophotometry (ICP-OES) using a Radial View.",,CloneSelector2015:Def_21,CO_331:0000811,mg/kg,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000689,RtCb_Et_0to3,COLBR,Evaluation in Trials,PS,Obsolete,Kapinga.2010,"SASHA,CIP",R.Kapinga,42356,EN,Sweetpotato,CO_331:0000133,Color of boiled roots,Quality trait,Color of boiled roots,,RtCb,,Storage root,Color,Obsolete,Kapinga.2010,CO_331:0000134,Estimation of color of cooked roots immediately after cooking,Estimation,Visual estimation,,Kapinga.2010,CO_331:0000135,RtsCb 3 pt. scale,Ordinal,,,,,O = Orange,IO = Intermediate orange,DO = Deep orange,,,,,,,,,,,
,CO_331:0000690,RtSDef_Et_1to9,RTSUR,Characterizing stocks,PS,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.2.2,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000326,Storage Root Surface Defects,Morphological trait,Storage Root Surface Defects,,RtSDef,,Storage root,Shape,Recommended,Huaman1991:Def_4.2.2,CO_331:0000442,Observation of Storage Root Surface Defects,Estimation,Visual estimation,,Huaman1991:Def_4.2.2,CO_331:0000560,RtsSdef 9 pt. Scale,Ordinal,,,,,0 = Absent,3 = Shallow horizontal constrictions,4 = Deep horizontal constrictions,1 = Alligator-like skin,2 = Veins,7 = Deep constrictions and deep grooves,8 = Other,5 =Shallow longitudinal grooves,6 = Deep longitudinal grooves,,,,,
,CO_331:0000691,RtCThk_Et_1to9,RTCOR,Characterizing stocks,PS,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.2.3,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000327,Storage Root Cortex Thickness,Morphological trait,Storage Root Cortex Thickness,,RtCThk,,Root cortex,Thickness,Recommended,Huaman1991:Def_4.2.3,CO_331:0000443,Observation of Storage Root Cortex Thickness,Estimation,Visual estimation,,Huaman1991:Def_4.2.3,CO_331:0000561,RtsCthi 5 pt. Scale,Ordinal,,,,,1 = Very thin (1 mm),7 = Thick (3-4 mm),9 = Very thick (>4 mm),3 = Thin (1-2 mm),5 = Intermediate (2-3 mm),,,,,,,,,
,CO_331:0000692,FrHab_Et_0to7,FLWHAB,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.1,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000328,Flowering habit,Morphological trait,An behavior pattern of the plant to produce flowers,,FrHab,,Flower,Number,Recommended,Huaman1991:Def_4.3.1,CO_331:0000444,Observation of number flowers in the inflorescence,Estimation,Visual estimation,,Huaman1991:Def_4.3.1,CO_331:0000562,FlrHab 4 pt. Scale,Ordinal,,,,,0 = None,7 = Profuse,3 = Sparse,5 = Moderate,,,,,,,,,,
,CO_331:0000693,FrSiz_Ms_cm,FLESIZ,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.3,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000329,Flower size,Morphological trait,Flower size,,FrSiz,,Flower,Size,Recommended,Huaman1991:Def_4.3.3,CO_331:0000445,Measurement of Flower length and width in cm,Measurement,,,Huaman1991:Def_4.3.3,CO_331:0000563,cm,Continuous,2,0,10,,,,,,,,,,,,,,,
,CO_331:0000694,FrShL_Et_3to7,FLLMB,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.4,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000330,Shape of limb,Morphological trait,Shape of limb,,FrShL,,Limb flower,Shape,Recommended,Huaman1991:Def_4.3.4,CO_331:0000446,Observation of shape limb in the flowers in the inflorescence,Estimation,Visual estimation,,Huaman1991:Def_4.3.4,CO_331:0000564,FlrShL 3 pt. Scale,Ordinal,,,,,3 = Semi-stellate,5= Pentagonal,7 = Rounded,,,,,,,,,,,
,CO_331:0000695,FrSepEql_Et_1to2,SEPLEQ,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.5,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000331,Equality of sepal length,Morphological trait,Equality of sepal length,,FrSepEql,,Sepal,Length,Recommended,Huaman1991:Def_4.3.5,CO_331:0000447,Equality of sepal length,Estimation,Visual estimation,,Huaman1991:Def_4.3.5,CO_331:0000565,SepEql 2 pt. Scale,Ordinal,,,,,2 = Equal,1 = Outer two shorter,,,,,,,,,,,,
,CO_331:0000696,FrSepNVn_Ct_perSpl,SEPVNM,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.6,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000332,Number of sepal veins,Morphological trait,Number of veins observed in the sepals,,FrSepNVn,,Sepal,Number veins,Recommended,Huaman1991:Def_4.3.6,CO_331:0000448,Record the most frequent number in ten typical flowers,Estimation,Visual estimation,,Huaman1991:Def_4.3.6,CO_331:0000566,number,Continuous,0,0,,,,,,,,,,,,,,,,
,CO_331:0000697,FrSepShp_Et_1to9,SEPSHP,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.7,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000333,Sepal shape,Morphological trait,Sepal shape,,FrSepShp,,Sepal,Shape,Recommended,Huaman1991:Def_4.3.7,CO_331:0000449,Observation of  Sepal shape,Estimation,Visual estimation,,Huaman1991:Def_4.3.7,CO_331:0000567,SepShp 5 pt. Scale,Ordinal,,,,,1 = Ovate,7 = Oblong,9 = Lanceolate,3 = Elliptic,5 = Obovate,,,,,,,,,
,CO_331:0000698,FrSepApx_Et_1to7,SEPAPX,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.8,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000334,Sepal apex,Morphological trait,Sepal apex,,FrSepApx,,Sepal,Apex,Recommended,Huaman1991:Def_4.3.8,CO_331:0000450,Observation of Sepal apex,Estimation,Visual estimation,,Huaman1991:Def_4.3.8,CO_331:0000568,SepApx 4 pt. Scale,Ordinal,,,,,1 = Acute,7 = Caudate,3 = Obtuse,5 = Acuminate,,,,,,,,,,
,CO_331:0000699,FrSepPub_Et_0to7,SEPPUB,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.9,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000335,Sepal pubescence,Morphological trait,Degree of hairiness registered in the sepals,,FrSepPub,,Sepal,Pubescence,Recommended,Huaman1991:Def_4.3.9,CO_331:0000451,Observation of Sepal pubescence,Estimation,Visual estimation,,Huaman1991:Def_4.3.9,CO_331:0000569,SepPub 4 pt. Scale,Ordinal,,,,,0 = Absent,7 = Heavy,3 = Sparse,5 = Moderate,,,,,,,,,,
,CO_331:0000700,FrSepCol_Et_3to7,SEPCOL,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.10,"CIP, FAO, IPGRI",Z. Huaman,26/04/2016,EN,Sweetpotato,CO_331:0000336,Sepal color,Morphological trait,Anthocyanin (purple) pigmentation present in the sepal,,FrSepCol,,Sepal,Color,Recommended,Huaman1991:Def_4.3.10,CO_331:0000452,Observation of Sepal color,Estimation,Visual estimation,,Huaman1991:Def_4.3.10,CO_331:0000570,SepCol 7 pt. Scale,Ordinal,,,,,1 = Green,5 = Green with purple areas,"6 = Sorne sepals green, others purple",2 = Green with purple edge,3 = Green with purple spots,9 = Totally pigrnented - dark purple,,,,,,,,
,CO_331:0000701,FrStgCol_Et_1to9,STGCOL,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.11,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000337,Color of stigma,Morphological trait,Color of stigma,,FrStgCol,,Stigma,Color,Recommended,Huaman1991:Def_4.3.11,CO_331:0000453,Observation of Stigma color,Estimation,Visual estimation,,Huaman1991:Def_4.3.11,CO_331:0000571,StgCol 3 pt. Scale,Ordinal,,,,,1 = White,5 = Pale purple,9 = Purple,,,,,,,,,,,
,CO_331:0000702,FrStyCol_Et_1to9,STYCOL,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.12,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000338,Color of style,Morphological trait,Color of style,,FrStyCol,,Style,Color,Recommended,Huaman1991:Def_4.3.12,CO_331:0000454,Observation of Style color,Estimation,Visual estimation,,Huaman1991:Def_4.3.12,CO_331:0000572,StyCol 5 pt. Scale,Ordinal,,,,,1 = White,7 = White with purple spots throughout,9 = Purple,3 = White with purple at the base,5 = White with purple at the top,,,,,,,,,
,CO_331:0000703,FrStgExt_Et_1to7,STGEXT,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.13,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000339,Stigma exertion,Morphological trait,The relative position of the stigma as compared to the highest anther.,,FrStgExt,,Stigma,exertion,Recommended,Huaman1991:Def_4.3.13,CO_331:0000455,Observation of Stigma exertion,Estimation,Visual estimation,,Huaman1991:Def_4.3.13,CO_331:0000573,StgExt 4 pt. Scale,Ordinal,,,,,1 = Inserted (shorter than longest anther),7 = Exerted (longer than longest anther),3 = Same height as highest anther,5 = Slighty exerted,,,,,,,,,,
,CO_331:0000704,FrSdCp_Et_0to7,SEDCAP,Characterizing stocks,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_4.3.14,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000340,Seed capsule set,Morphological trait,Seed capsule set,,FrSdCp,,Seed,capsule,Recommended,Huaman1991:Def_4.3.14,CO_331:0000456,Observation of Seed capsule set,Estimation,Visual estimation,,Huaman1991:Def_4.3.14,CO_331:0000574,SedCap 5 pt. Scale,Ordinal,,,,,0 = None,5 = Moderate,7 = Profuse,1 = Scarce,3 = Sparse,,,,,,,,,
,CO_331:0000705,RtFrm_Et_1to7,RTFORM,Characterizing stocks,SD,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.1.1,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000341,Storage root formation,Morphological trait,Arrangement of the storage roots on the underground stems.,,RtFrm,,Root,formation,Recommended,Huaman1991:Def_6.1.1,CO_331:0000457,Observation of Storage root formation,Estimation,Visual estimation,,Huaman1991:Def_6.1.1,CO_331:0000575,StrFor 4 pt. Scale,Ordinal,,,,,1 = Closed cluster,7 = Very dispersed,3 = Open cluster,5 = Dispersed,,,,,,,,,,
,CO_331:0000706,RtStk_Et_0to9,RTSTFM,Characterizing stocks,SD,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.1.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000342,Storage root stalk,Morphological trait,Length of stalk joining the storage roots to the stems,,RtStk,,Root,talk,Recommended,Huaman1991:Def_6.1.2,CO_331:0000458,Observation of Storage root stalk,Estimation,Visual estimation,,Huaman1991:Def_6.1.2,CO_331:0000576,StrStk 6 pt. Scale,Ordinal,,,,,0 = Sessile or absent,5 = Intermediate (6-8 cm),7 = Long (9-12 cm),1 = Very short (<2 cm),3 = Short (2-5 cm),9 = Very long (>12 cm),,,,,,,,
,CO_331:0000707,RtShV_Et_3to7,RTSHPV,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.1.4,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000343,Variability of storage root shape,Morphological trait,Variability of storage root shape,,RtShV,,Root,Shape variability,Recommended,Huaman1991:Def_6.1.4,CO_331:0000459,Observation of Variability of storage root shape,Estimation,Visual estimation,,Huaman1991:Def_6.1.4,CO_331:0000577,VRtsSh 3 pt. Scale,Ordinal,,,,,3 = Uniform,5 = SlightIy variable,7 = Moderately variable,,,,,,,,,,,
,CO_331:0000708,RtSzV_Et_3to7,RTSIZV,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.1.5,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000344,Variability of storage root size,Morphological trait,Variability of storage root size,,RtSzV,,Root,Size variability,Recommended,Huaman1991:Def_6.1.5,CO_331:0000460,Observation of Variability of storage root size,Estimation,Visual estimation,,Huaman1991:Def_6.1.5,CO_331:0000578,VRtsSiz 3 pt. Scale,Ordinal,,,,,3 = Uniform,5 = SlightIy variable,7 = Moderately variable,,,,,,,,,,,
,CO_331:0000709,RtKQl_Et_3to7,RTKQL,Evaluation in Trials,RB,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.2.7,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000345,Keeping quality of storage roots,Morphological trait,Keeping quality of storage roots,,RtKQl,,Root,quality,Recommended,Huaman1991:Def_6.2.7,CO_331:0000461,Observation of Keeping quality of storage roots,Estimation,Visual estimation,,Huaman1991:Def_6.2.7,CO_331:0000579,KQtyRts 3 pt. Scale,Ordinal,,,,,3 = Poor,5 = Medium,7 = Good,,,,,,,,,,,
,CO_331:0000710,RtBlCu_Et_1to9,RTBCOLD,Evaluation in Trials,RB,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.2.9.1,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000346,Consistency of boiled storage root,Morphological trait,Consistency of boiled storage root,,RtBlCu,,Root boiled,Consistency,Recommended,Huaman1991:Def_6.2.9.1,CO_331:0000462,Observation of consistency of boiled storage root,Estimation,Visual estimation,,Huaman1991:Def_6.2.9.1,CO_331:0000580,CBolRts 9 pt. Scale,Ordinal,,,,,1 = Watery,4 = Soft,5 = Slighty hard,2 = Extremely soft,3 = Very soft,8 = Very hard,9 = Very hard and non-cooked,6 = Moderately hard,7 = Hard,,,,,
,CO_331:0000711,RtBlCd_Et_0to9,RTBCOLU,Evaluation in Trials,RB,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.2.9.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000347,Undesirable color of boiled storage root,Morphological trait,Undesirable color of boiled storage root,,RtBlCd,,Root boiled,color,Recommended,Huaman1991:Def_6.2.9.2,CO_331:0000463,Observation of undesirable color of boiled storage root,Estimation,Visual estimation,,Huaman1991:Def_6.2.9.2,CO_331:0000581,UColBRts 10 pt. Scale,Ordinal,,,,,0 = None,3 = Slighty green or grey,4 = Green,1 = Sorne beige,2 = Much beige,7 = Beige and grey,8 = Beige and purple,5 = Grey,6 = Beige and green,9 = Purple,,,,
,CO_331:0000712,RnDrt_Et_1to9,DROUGHT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_7.1,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000348,Reaction to drought,Abiotic stress trait,Response to damage by water restriction.,,RnDrt,,Plant,Drought tolerance,Recommended,Huaman1991:Def_7.1,CO_331:0000464,Visual estimation of the plant response to  limited water availability,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to limited water availability,,Huaman1991:Def_7.1,CO_331:0000582,RctDro 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000713,RnFld_Et_1to9,FLOOD,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_7.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000349,Reaction to flooding,Abiotic stress trait,Response of plant to inundation by water of all or part of the plant,waterlogging response,RnFld,,Plant,Flooding tolerance,Recommended,Huaman1991:Def_7.2,CO_331:0000465,Visual estimation of the plant response to  flooding (watering saturated soil),Estimation,The reaction is estimated by observing visually the appearance  of plants in response to flooding (watering saturated soil),,Huaman1991:Def_7.2,CO_331:0000583,RctFlo 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000714,RnHeat_Et_1to9,HEAT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_7.3,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000350,Reaction to heat,Abiotic stress trait,Response of a plant or plant part to damage by higher than normal temperatures,,RnHeat,,Plant,Heat tolerance,Recommended,Huaman1991:Def_7.3,CO_331:0000466,Visual estimation of the plant response to  hot season with night temperatures of more than 22°C,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to hot season with night temperatures of more than 22°C,,Huaman1991:Def_7.3,CO_331:0000584,RctHeat 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000715,RnSlt_Et_1to9,SALINITY,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_7.4,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000351,Reaction to salinity,Abiotic stress trait,Response of a plant to damage by high concentration salt,,RnSlt,,Plant,Salinity tolerance,Recommended,Huaman1991:Def_7.4,CO_331:0000467,Visual estimation of the plant response to  soil with salinity levels of more 8 mm/cm,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to soil with salinity levels of more 8 mm/cm,,Huaman1991:Def_7.4,CO_331:0000585,RctSty 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000716,RnShd_Et_1to9,SHADE,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_7.5,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000352,Reaction to shade,Abiotic stress trait,Response of plant to damage by shade,,RnShd,,Plant,Shade tolerance,Recommended,Huaman1991:Def_7.5,CO_331:0000468,Visual estimation of the plant response to  shape,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to shape,,Huaman1991:Def_7.5,CO_331:0000586,RctShd 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000717,RnSph_Et_1to9,SOILPH,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_7.6,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000353,Reaction to soil,Abiotic stress trait,Response of plant to damage by ph soil,,RnSph,,Plant,Soil tolerance,Recommended,Huaman1991:Def_7.6,CO_331:0000469,Visual estimation of the plant response to  acid and heavy ph soil below 5,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to acid and heavy ph soil below 5,,Huaman1991:Def_7.6,CO_331:0000587,RctSph 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000718,RnSTp_Et_1to9,SOILTEMP,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_7.7,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000354,Reaction to high soil temperature,Abiotic stress trait,Response of a plant to damage by high concentration salt,,RnSTp,,Plant,Temperature soillerance,Recommended,Huaman1991:Def_7.7,CO_331:0000470,Visual estimation of the plant response to  hight soil temperature (40 °C),Estimation,The reaction is estimated by observing visually the appearance  of plants in response to hight soil temperature (40 °C),,Huaman1991:Def_7.7,CO_331:0000588,RctSTp 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000719,RnWISPW_Et_1to9,WISPWV,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000355,Reaction to West Indian sweet potato weevil,Biotic stress trait,Reaction to West Indian sweet potato weevil,,RnWISPW,,Plant,Reaction to west indian weevil,Recommended,Huaman1991:Def_8.1.2,CO_331:0000471,Visual estimation of the plant response to  west indian sweet potato weevil,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to west indian sweet potato weevil,,Huaman1991:Def_8.1.2,CO_331:0000589,RcWISPW 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000720,RnSSPW_Et_1to9,STSPWV,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.3,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000356,Reaction to Striped sweet potato weevil,Biotic stress trait,The reaction of the plant or plant part to damage caused by Striped sweet potato weevil,,RnSSPW,,Plant,Reaction to Striped weevil,Recommended,Huaman1991:Def_8.1.3,CO_331:0000472,Visual estimation of the plant response to  Striped sweet potato weevil,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Striped sweet potato weevil,,Huaman1991:Def_8.1.3,CO_331:0000590,RcSSPW 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000721,RnSPWW_Et_1to9,SPWW,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.4,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000357,Reaction to Sweet potato wire worms,Biotic stress trait,Reaction to Sweet potato wire worms,,RnSPWW,,Plant,Reaction to Sweet potato wire worms,Recommended,Huaman1991:Def_8.1.4,CO_331:0000473,Visual estimation of the plant response to  Sweet potato wire worms,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato wire worms,,Huaman1991:Def_8.1.4,CO_331:0000591,RcSPWW 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000722,RnWW_Et_1to9,WIREWORMS,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.5,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000358,Reaction to Wire worms,Biotic stress trait,Reaction to Wire worms,,RnWW,,Plant,Reaction to wire worms,Recommended,Huaman1991:Def_8.1.5,CO_331:0000474,Visual estimation of the plant response to  wire worms,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to wire worms,,Huaman1991:Def_8.1.5,CO_331:0000592,RcWW 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
